user_id,amount,monthly_budget,cumulative_spend,financial_health_score,day_of_week,is_weekend,is_month_end,transaction_to_budget_ratio,budget_utilization_ratio,user_avg_transaction,amount_vs_user_avg,category_Hiburan & Nongkrong,category_Kebutuhan Kuliah,category_Makan & Minum,category_Tagihan & Kos,category_Transportasi,payment_method_Credit Card,payment_method_E-Wallet
CUST00004,600000,1878000,600000,68.05,1,0,0,0.3194888178913738,0.3194888178913738,139484.84848484848,460515.1515151515,False,False,False,True,False,False,False
CUST00004,43000,1878000,43000,97.71,5,1,0,0.022896698615548456,0.022896698615548456,139484.84848484848,-96484.84848484848,False,False,False,False,True,False,False
CUST00004,254000,1878000,297000,84.19,2,0,0,0.13525026624068157,0.15814696485623003,139484.84848484848,114515.15151515152,True,False,False,False,False,False,False
CUST00004,446000,1878000,743000,60.44,0,0,0,0.2374866879659212,0.39563365282215124,139484.84848484848,306515.1515151515,False,False,False,False,False,False,False
CUST00004,57000,1878000,57000,96.96,0,0,0,0.03035143769968051,0.03035143769968051,139484.84848484848,-82484.84848484848,False,False,True,False,False,False,False
CUST00004,41000,1878000,41000,97.82,6,1,0,0.021831735889243878,0.021831735889243878,139484.84848484848,-98484.84848484848,False,False,True,False,False,True,False
CUST00004,47000,1878000,47000,97.5,1,0,0,0.025026624068157616,0.025026624068157616,139484.84848484848,-92484.84848484848,False,False,False,False,True,True,False
CUST00004,43000,1878000,90000,95.21,1,0,0,0.022896698615548456,0.04792332268370607,139484.84848484848,-96484.84848484848,False,False,True,False,False,True,False
CUST00004,44000,1878000,44000,97.66,1,0,0,0.023429179978700747,0.023429179978700747,139484.84848484848,-95484.84848484848,False,False,False,False,True,False,False
CUST00004,730000,1878000,730000,61.13,4,0,0,0.3887113951011715,0.3887113951011715,139484.84848484848,590515.1515151515,False,False,False,True,False,False,True
CUST00004,35000,1878000,35000,98.14,1,0,0,0.01863684771033014,0.01863684771033014,139484.84848484848,-104484.84848484848,False,False,False,False,True,False,True
CUST00004,18000,1878000,53000,97.18,4,0,0,0.009584664536741214,0.028221512247071354,139484.84848484848,-121484.84848484848,False,False,False,False,True,True,False
CUST00004,16000,1878000,69000,96.33,0,0,0,0.008519701810436636,0.036741214057507986,139484.84848484848,-123484.84848484848,False,False,False,False,True,False,True
CUST00004,17000,1878000,17000,99.09,1,0,0,0.009052183173588925,0.009052183173588925,139484.84848484848,-122484.84848484848,False,False,True,False,False,False,False
CUST00004,140000,1878000,157000,91.64,0,0,0,0.07454739084132056,0.08359957401490947,139484.84848484848,515.1515151515196,False,False,False,False,False,True,False
CUST00004,20000,1878000,20000,98.94,0,0,0,0.010649627263045794,0.010649627263045794,139484.84848484848,-119484.84848484848,False,False,False,False,True,False,True
CUST00004,108000,1878000,128000,93.18,3,0,0,0.05750798722044728,0.06815761448349308,139484.84848484848,-31484.84848484848,True,False,False,False,False,False,False
CUST00004,39000,1878000,167000,91.11,2,0,0,0.020766773162939296,0.08892438764643237,139484.84848484848,-100484.84848484848,False,False,False,False,True,False,True
CUST00004,36000,1878000,203000,89.19,4,0,0,0.019169329073482427,0.1080937167199148,139484.84848484848,-103484.84848484848,False,False,False,False,True,False,True
CUST00004,274000,1878000,274000,85.41,5,1,0,0.14589989350372737,0.14589989350372737,139484.84848484848,134515.15151515152,True,False,False,False,False,True,False
CUST00004,18000,1878000,18000,99.04,3,0,0,0.009584664536741214,0.009584664536741214,139484.84848484848,-121484.84848484848,False,False,True,False,False,False,True
CUST00004,38000,1878000,38000,97.98,2,0,0,0.02023429179978701,0.02023429179978701,139484.84848484848,-101484.84848484848,False,False,True,False,False,True,False
CUST00004,28000,1878000,66000,96.49,5,1,0,0.014909478168264111,0.03514376996805112,139484.84848484848,-111484.84848484848,False,False,False,False,True,True,False
CUST00005,24000,2050000,24000,98.83,2,0,0,0.011707317073170732,0.011707317073170732,82212.12121212122,-58212.121212121216,False,False,True,False,False,False,True
CUST00005,42000,2050000,42000,97.95,4,0,0,0.02048780487804878,0.02048780487804878,82212.12121212122,-40212.121212121216,False,False,False,False,True,False,True
CUST00005,206000,2050000,206000,89.95,2,0,0,0.10048780487804879,0.10048780487804879,82212.12121212122,123787.87878787878,True,False,False,False,False,True,False
CUST00005,32000,2050000,32000,98.44,0,0,0,0.015609756097560976,0.015609756097560976,82212.12121212122,-50212.121212121216,False,False,False,False,True,True,False
CUST00005,10000,2050000,10000,99.51,3,0,0,0.004878048780487805,0.004878048780487805,82212.12121212122,-72212.12121212122,False,False,False,False,True,False,False
CUST00005,146000,2050000,156000,92.39,4,0,0,0.07121951219512195,0.07609756097560975,82212.12121212122,63787.878787878784,False,True,False,False,False,True,False
CUST00005,26000,2050000,26000,98.73,2,0,0,0.012682926829268294,0.012682926829268294,82212.12121212122,-56212.121212121216,False,False,False,False,True,False,True
CUST00005,32000,2050000,58000,97.17,2,0,0,0.015609756097560976,0.02829268292682927,82212.12121212122,-50212.121212121216,False,False,False,False,True,True,False
CUST00005,28000,2050000,28000,98.63,0,0,0,0.013658536585365854,0.013658536585365854,82212.12121212122,-54212.121212121216,False,False,False,False,True,False,False
CUST00005,47000,2050000,47000,97.71,0,0,0,0.022926829268292682,0.022926829268292682,82212.12121212122,-35212.121212121216,False,False,True,False,False,True,False
CUST00005,229000,2050000,276000,86.54,6,1,0,0.11170731707317073,0.13463414634146342,82212.12121212122,146787.87878787878,True,False,False,False,False,False,False
CUST00005,33000,2050000,33000,98.39,1,0,0,0.016097560975609757,0.016097560975609757,82212.12121212122,-49212.121212121216,False,False,False,False,True,False,False
CUST00005,42000,2050000,42000,97.95,6,1,0,0.02048780487804878,0.02048780487804878,82212.12121212122,-40212.121212121216,False,False,True,False,False,False,False
CUST00005,213000,2050000,213000,89.61,4,0,0,0.10390243902439024,0.10390243902439024,82212.12121212122,130787.87878787878,True,False,False,False,False,False,True
CUST00005,39000,2050000,252000,87.71,4,0,0,0.01902439024390244,0.12292682926829268,82212.12121212122,-43212.121212121216,False,False,True,False,False,True,False
CUST00005,13000,2050000,265000,87.07,3,0,0,0.006341463414634147,0.12926829268292683,82212.12121212122,-69212.12121212122,False,False,False,False,True,False,True
CUST00005,24000,2050000,24000,98.83,1,0,0,0.011707317073170732,0.011707317073170732,82212.12121212122,-58212.121212121216,False,False,True,False,False,False,True
CUST00005,11000,2050000,35000,98.29,4,0,0,0.005365853658536586,0.01707317073170732,82212.12121212122,-71212.12121212122,False,False,False,False,True,True,False
CUST00005,15000,2050000,15000,99.27,5,1,0,0.007317073170731708,0.007317073170731708,82212.12121212122,-67212.12121212122,False,False,False,False,True,False,False
CUST00005,68000,2050000,83000,95.95,4,0,0,0.033170731707317075,0.04048780487804878,82212.12121212122,-14212.121212121216,False,False,True,False,False,False,True
CUST00005,106000,2050000,189000,90.78,0,0,0,0.05170731707317073,0.09219512195121951,82212.12121212122,23787.878787878784,True,False,False,False,False,False,False
CUST00005,130000,2050000,130000,93.66,6,1,0,0.06341463414634146,0.06341463414634146,82212.12121212122,47787.878787878784,True,False,False,False,False,False,True
CUST00005,316000,2050000,446000,78.24,6,1,0,0.15414634146341463,0.2175609756097561,82212.12121212122,233787.87878787878,False,False,False,False,False,True,False
CUST00005,44000,2050000,490000,76.1,5,1,0,0.021463414634146343,0.23902439024390243,82212.12121212122,-38212.121212121216,False,False,False,False,True,True,False
CUST00005,47000,2050000,47000,97.71,2,0,0,0.022926829268292682,0.022926829268292682,82212.12121212122,-35212.121212121216,False,False,False,False,True,False,False
CUST00005,297000,2050000,344000,83.22,5,1,0,0.1448780487804878,0.1678048780487805,82212.12121212122,214787.87878787878,True,False,False,False,False,False,True
CUST00005,68000,2050000,68000,96.68,4,0,0,0.033170731707317075,0.033170731707317075,82212.12121212122,-14212.121212121216,False,False,True,False,False,False,True
CUST00005,37000,2050000,105000,94.88,5,1,1,0.018048780487804877,0.05121951219512195,82212.12121212122,-45212.121212121216,False,False,True,False,False,False,False
CUST00005,74000,2050000,74000,96.39,3,0,0,0.03609756097560975,0.03609756097560975,82212.12121212122,-8212.121212121216,False,False,True,False,False,False,True
CUST00005,222000,2050000,296000,85.56,5,1,0,0.10829268292682927,0.144390243902439,82212.12121212122,139787.87878787878,True,False,False,False,False,False,False
CUST00005,25000,2050000,25000,98.78,4,0,0,0.012195121951219513,0.012195121951219513,82212.12121212122,-57212.121212121216,False,False,False,False,True,False,False
CUST00005,43000,2050000,43000,97.9,2,0,0,0.020975609756097562,0.020975609756097562,82212.12121212122,-39212.121212121216,False,False,True,False,False,False,True
CUST00005,24000,2050000,67000,96.73,1,0,0,0.011707317073170732,0.032682926829268294,82212.12121212122,-58212.121212121216,False,False,False,False,True,False,True
CUST00009,2070000,2640000,2070000,21.59,4,0,0,0.7840909090909091,0.7840909090909091,275470.5882352941,1794529.411764706,False,False,False,True,False,False,True
CUST00009,16000,2640000,16000,99.39,6,1,0,0.006060606060606061,0.006060606060606061,275470.5882352941,-259470.5882352941,False,False,False,False,True,True,False
CUST00009,55000,2640000,55000,97.92,1,0,0,0.020833333333333332,0.020833333333333332,275470.5882352941,-220470.5882352941,False,False,True,False,False,False,True
CUST00009,41000,2640000,96000,96.36,1,0,0,0.01553030303030303,0.03636363636363636,275470.5882352941,-234470.5882352941,False,False,True,False,False,False,True
CUST00009,40000,2640000,40000,98.48,1,0,0,0.015151515151515152,0.015151515151515152,275470.5882352941,-235470.5882352941,False,False,False,False,True,True,False
CUST00009,47000,2640000,47000,98.22,1,0,0,0.017803030303030303,0.017803030303030303,275470.5882352941,-228470.5882352941,False,False,True,False,False,True,False
CUST00009,291000,2640000,338000,87.2,5,1,0,0.11022727272727273,0.12803030303030302,275470.5882352941,15529.411764705903,True,False,False,False,False,False,True
CUST00009,20000,2640000,20000,99.24,3,0,0,0.007575757575757576,0.007575757575757576,275470.5882352941,-255470.5882352941,False,False,False,False,True,False,True
CUST00009,47000,2640000,47000,98.22,0,0,0,0.017803030303030303,0.017803030303030303,275470.5882352941,-228470.5882352941,False,False,True,False,False,False,True
CUST00009,49000,2640000,49000,98.14,6,1,0,0.018560606060606062,0.018560606060606062,275470.5882352941,-226470.5882352941,False,False,True,False,False,False,False
CUST00009,263000,2640000,263000,90.04,1,0,0,0.09962121212121212,0.09962121212121212,275470.5882352941,-12470.588235294097,False,False,False,False,False,False,False
CUST00009,1285000,2640000,1548000,41.36,0,0,0,0.48674242424242425,0.5863636363636363,275470.5882352941,1009529.4117647059,False,False,False,True,False,False,True
CUST00009,315000,2640000,1863000,29.43,1,0,0,0.11931818181818182,0.7056818181818182,275470.5882352941,39529.4117647059,False,False,False,False,False,True,False
CUST00009,52000,2640000,1915000,27.46,4,0,0,0.019696969696969695,0.7253787878787878,275470.5882352941,-223470.5882352941,False,True,False,False,False,False,True
CUST00009,33000,2640000,33000,98.75,4,0,0,0.0125,0.0125,275470.5882352941,-242470.5882352941,False,False,True,False,False,False,False
CUST00009,27000,2640000,27000,98.98,0,0,0,0.010227272727272727,0.010227272727272727,275470.5882352941,-248470.5882352941,False,False,True,False,False,True,False
CUST00009,32000,2640000,32000,98.79,5,1,0,0.012121212121212121,0.012121212121212121,275470.5882352941,-243470.5882352941,False,False,False,False,True,False,True
CUST00011,37000,3095000,37000,98.8,2,0,0,0.011954765751211632,0.011954765751211632,215000.0,-178000.0,False,False,True,False,False,False,True
CUST00011,69000,3095000,106000,96.58,3,0,0,0.022294022617124393,0.034248788368336024,215000.0,-146000.0,False,False,True,False,False,True,False
CUST00011,161000,3095000,161000,94.8,2,0,0,0.052019386106623586,0.052019386106623586,215000.0,-54000.0,False,True,False,False,False,True,False
CUST00011,48000,3095000,48000,98.45,2,0,0,0.015508885298869143,0.015508885298869143,215000.0,-167000.0,False,False,True,False,False,False,True
CUST00011,122000,3095000,122000,96.06,6,1,0,0.039418416801292405,0.039418416801292405,215000.0,-93000.0,False,True,False,False,False,True,False
CUST00011,496000,3095000,618000,80.03,6,1,0,0.1602584814216478,0.1996768982229402,215000.0,281000.0,False,False,False,False,False,False,False
CUST00011,97000,3095000,715000,76.9,6,1,0,0.03134087237479806,0.2310177705977383,215000.0,-118000.0,True,False,False,False,False,False,False
CUST00011,58000,3095000,58000,98.13,1,0,0,0.018739903069466882,0.018739903069466882,215000.0,-157000.0,True,False,False,False,False,False,True
CUST00011,58000,3095000,58000,98.13,6,1,0,0.018739903069466882,0.018739903069466882,215000.0,-157000.0,False,False,True,False,False,False,False
CUST00011,31000,3095000,89000,97.12,4,0,0,0.010016155088852988,0.028756058158319872,215000.0,-184000.0,False,False,True,False,False,False,False
CUST00011,34000,3095000,123000,96.03,1,0,0,0.01098546042003231,0.03974151857835218,215000.0,-181000.0,False,False,True,False,False,False,True
CUST00011,67000,3095000,67000,97.84,2,0,1,0.021647819063004847,0.021647819063004847,215000.0,-148000.0,False,False,True,False,False,False,True
CUST00011,110000,3095000,110000,96.45,3,0,0,0.035541195476575124,0.035541195476575124,215000.0,-105000.0,True,False,False,False,False,False,True
CUST00011,30000,3095000,140000,95.48,3,0,1,0.009693053311793215,0.045234248788368334,215000.0,-185000.0,False,False,False,False,True,False,False
CUST00011,72000,3095000,72000,97.67,1,0,0,0.023263327948303717,0.023263327948303717,215000.0,-143000.0,False,False,True,False,False,False,True
CUST00011,38000,3095000,38000,98.77,3,0,0,0.012277867528271405,0.012277867528271405,215000.0,-177000.0,False,False,False,False,True,False,False
CUST00011,209000,3095000,209000,93.25,0,0,0,0.06752827140549272,0.06752827140549272,215000.0,-6000.0,True,False,False,False,False,False,False
CUST00011,93000,3095000,93000,97.0,4,0,0,0.030048465266558966,0.030048465266558966,215000.0,-122000.0,False,True,False,False,False,True,False
CUST00011,676000,3095000,676000,78.16,0,0,0,0.21841680129240712,0.21841680129240712,215000.0,461000.0,False,False,False,True,False,False,True
CUST00011,1794000,3095000,1794000,42.04,0,0,0,0.5796445880452342,0.5796445880452342,215000.0,1579000.0,False,False,False,True,False,False,True
CUST00012,25000,2269000,25000,98.9,3,0,0,0.011018069634200088,0.011018069634200088,82888.88888888889,-57888.88888888889,False,False,True,False,False,True,False
CUST00012,39000,2269000,39000,98.28,5,1,0,0.017188188629352136,0.017188188629352136,82888.88888888889,-43888.88888888889,False,False,False,False,True,True,False
CUST00012,37000,2269000,37000,98.37,0,0,0,0.01630674305861613,0.01630674305861613,82888.88888888889,-45888.88888888889,False,False,True,False,False,True,False
CUST00012,56000,2269000,56000,97.53,3,0,0,0.0246804759806082,0.0246804759806082,82888.88888888889,-26888.88888888889,False,True,False,False,False,False,False
CUST00012,229000,2269000,229000,89.91,0,0,0,0.10092551784927281,0.10092551784927281,82888.88888888889,146111.11111111112,True,False,False,False,False,False,False
CUST00012,232000,2269000,232000,89.78,6,1,0,0.10224768620537682,0.10224768620537682,82888.88888888889,149111.11111111112,True,False,False,False,False,False,True
CUST00012,38000,2269000,38000,98.33,4,0,0,0.016747465843984136,0.016747465843984136,82888.88888888889,-44888.88888888889,False,False,False,False,True,False,False
CUST00012,32000,2269000,70000,96.91,4,0,0,0.014103129131776113,0.030850594975760245,82888.88888888889,-50888.88888888889,False,False,False,False,True,True,False
CUST00012,37000,2269000,107000,95.28,6,1,0,0.01630674305861613,0.04715733803437638,82888.88888888889,-45888.88888888889,False,False,True,False,False,False,False
CUST00012,64000,2269000,64000,97.18,4,0,0,0.028206258263552227,0.028206258263552227,82888.88888888889,-18888.88888888889,False,False,True,False,False,True,False
CUST00012,246000,2269000,246000,89.16,2,0,0,0.10841780520052886,0.10841780520052886,82888.88888888889,163111.11111111112,True,False,False,False,False,False,True
CUST00012,19000,2269000,19000,99.16,2,0,0,0.008373732921992068,0.008373732921992068,82888.88888888889,-63888.88888888889,False,False,True,False,False,False,True
CUST00012,52000,2269000,71000,96.87,6,1,0,0.022917584839136182,0.03129131776112825,82888.88888888889,-30888.88888888889,False,False,True,False,False,True,False
CUST00012,19000,2269000,19000,99.16,3,0,0,0.008373732921992068,0.008373732921992068,82888.88888888889,-63888.88888888889,False,False,False,False,True,False,False
CUST00012,212000,2269000,231000,89.82,0,0,0,0.09343323049801674,0.10180696342000882,82888.88888888889,129111.11111111111,True,False,False,False,False,False,True
CUST00012,71000,2269000,302000,86.69,2,0,0,0.03129131776112825,0.13309828118113706,82888.88888888889,-11888.88888888889,False,False,True,False,False,False,True
CUST00012,367000,2269000,367000,83.83,6,1,0,0.1617452622300573,0.1617452622300573,82888.88888888889,284111.1111111111,False,False,False,False,False,True,False
CUST00012,34000,2269000,401000,82.33,3,0,0,0.01498457470251212,0.1767298369325694,82888.88888888889,-48888.88888888889,False,False,True,False,False,False,False
CUST00012,17000,2269000,17000,99.25,6,1,0,0.00749228735125606,0.00749228735125606,82888.88888888889,-65888.88888888889,False,False,True,False,False,False,False
CUST00012,127000,2269000,144000,93.65,4,0,0,0.05597179374173645,0.06346408109299251,82888.88888888889,44111.11111111111,True,False,False,False,False,True,False
CUST00012,61000,2269000,61000,97.31,5,1,0,0.026884089907448214,0.026884089907448214,82888.88888888889,-21888.88888888889,False,False,True,False,False,False,False
CUST00012,58000,2269000,58000,97.44,0,0,0,0.025561921551344204,0.025561921551344204,82888.88888888889,-24888.88888888889,False,False,True,False,False,False,True
CUST00012,16000,2269000,16000,99.29,6,1,0,0.007051564565888057,0.007051564565888057,82888.88888888889,-66888.88888888889,False,False,False,False,True,True,False
CUST00012,51000,2269000,51000,97.75,2,0,0,0.02247686205376818,0.02247686205376818,82888.88888888889,-31888.88888888889,False,False,True,False,False,False,True
CUST00012,18000,2269000,69000,96.96,1,0,0,0.007933010136624064,0.030409872190392245,82888.88888888889,-64888.88888888889,False,False,True,False,False,False,True
CUST00012,52000,2269000,52000,97.71,0,0,0,0.022917584839136182,0.022917584839136182,82888.88888888889,-30888.88888888889,False,False,True,False,False,False,True
CUST00012,29000,2269000,81000,96.43,6,1,0,0.012780960775672102,0.035698545614808286,82888.88888888889,-53888.88888888889,False,True,False,False,False,True,False
CUST00014,44000,1892000,44000,97.67,4,0,0,0.023255813953488372,0.023255813953488372,128238.09523809524,-84238.09523809524,False,False,False,False,True,True,False
CUST00014,13000,1892000,57000,96.99,2,0,0,0.006871035940803382,0.030126849894291756,128238.09523809524,-115238.09523809524,False,False,False,False,True,False,True
CUST00014,71000,1892000,71000,96.25,3,0,0,0.037526427061310784,0.037526427061310784,128238.09523809524,-57238.09523809524,False,False,False,False,False,False,True
CUST00014,45000,1892000,45000,97.62,5,1,0,0.023784355179704016,0.023784355179704016,128238.09523809524,-83238.09523809524,False,False,True,False,False,False,True
CUST00014,44000,1892000,44000,97.67,6,1,0,0.023255813953488372,0.023255813953488372,128238.09523809524,-84238.09523809524,False,False,False,False,True,True,False
CUST00014,52000,1892000,96000,94.93,1,0,0,0.02748414376321353,0.0507399577167019,128238.09523809524,-76238.09523809524,False,False,True,False,False,False,True
CUST00014,1537000,1892000,1537000,18.76,2,0,0,0.8123678646934461,0.8123678646934461,128238.09523809524,1408761.9047619049,False,False,False,True,False,False,True
CUST00014,15000,1892000,15000,99.21,0,0,0,0.007928118393234672,0.007928118393234672,128238.09523809524,-113238.09523809524,False,False,True,False,False,False,True
CUST00014,116000,1892000,116000,93.87,5,1,0,0.0613107822410148,0.0613107822410148,128238.09523809524,-12238.095238095237,False,True,False,False,False,True,False
